player,start_rank,start_points,difference,finish_rank,finish_points
Gerard Greene,44,"77,704",4,40,"87,809"
Anthony McGill,45,"76,520",21,24,"137,112"
Cao Yupeng,46,"72,205",-14,60,"59,447"
Dechawat Poomjaeng,47,"69,737",4,43,"80,061"
Matthew Selt,48,"69,543",18,30,"110,157"
Aditya Mehta,49,"68,350",-5,54,"68,041"
Alfie Burden,50,"67,091",-17,67,"51,999"
Anthony Hamilton,51,"66,805",-7,58,"61,399"
Yu Delu,52,"65,188",0,52,"69,819"
Rory McLeod,53,"64,034",-9,62,"56,149"
Jimmy Robertson,54,"63,722",13,41,"86,610"
Jamie Jones,55,"61,366",17,38,"96,083"
Nigel Bond,57,"58,928",-8,65,"53,657"
Mike Dunn,58,"56,787",16,42,"80,342"
Thepchaiya Un-Nooh,59,"53,160",10,49,"71,745"
Dave Harold,60,"51,147",-19,79,"25,433"
Peter Lines,61,"50,220",4,57,"61,618"
Robbie Williams,62,"49,375",12,50,"70,164"
Luca Brecel,63,"48,850",19,44,"78,431"
Jimmy White,64,"48,692",-6,70,"46,799"
Zhou Yuelong,0,0,,75,"28,283"
Lu Ning,0,0,,114,"3,067"
Oliver Lines,0,0,,78,"27,833"
Thor Chuan Leong,0,0,,124,0
Steve Mifsud,0,0,,124,0
Sam Baird,0,0,,72,"36,332"
Joel Walker,0,0,,87,"17,566"
Scott Donaldson,0,0,,93,"12,866"
Ian Burns,0,0,,89,"16,672"
Michael Wasley,0,0,,92,"13,582"
Barry Pinches,0,0,,94,"12,839"
David Grace,0,0,,111,"5,166"
Tony Drago,0,0,,98,"10,416"
Ian Glover,0,0,,115,"2,966"
Steven Hallworth,0,0,,116,"2,416"
Zak Surety,0,0,,97,"10,666"
Ju Reti,0,0,,120,"1,400"
Lyu Chuang,0,0,,122,600
Lyu Chenwei,0,0,,113,"3,600"
Gary Wilson,65,"42,576",31,34,"102,775"
Kyren Wilson,66,"41,752",10,56,"62,251"
David Morris,67,"40,933",16,51,"70,016"
Stuart Carrington,68,"31,677",5,63,"55,733"
Noppon Saengkham,69,"24,938",-2,71,"44,821"
Li Hang,70,"24,894",15,55,"65,194"
Lyu Haotian,71,"16,600",-10,81,"23,289"
Joe Swail,72,"15,610",8,64,"54,582"
Robin Hull,73,"15,600",12,61,"56,166"
Alex Davies,74,"14,694",-2,76,"28,194"
John Astley,75,"14,110",-11,86,"18,360"
Andrew Pagett,76,"8,916",-4,80,"23,583"
Hammad Miah,77,"8,860",-23,100,"9,260"
Vinnie Calabrese,78,"8,700",78,0,0
Chris Wakelin,79,"8,249",10,69,"47,415"
Alex Borg,80,"6,166",-21,101,"8,649"
Chris Norbury,81,"5,167",-28,109,"5,750"
Igor Figueiredo,82,"5,000",-2,84,"18,833"
Andrew Norman,83,"4,960",-19,102,"8,160"
Ratchayothin Yotharuck,84,"4,850",-26,110,"5,433"
Elliot Slessor,85,"4,818",-6,91,"14,901"
Ross Muir,86,"4,302",-13,99,"9,835"
Cao Xinlong,87,"3,650",-25,112,"5,050"
James Cahill,88,"2,000",3,85,"18,450"
Fraser Patrick,90,"1,749",13,77,"28,099"
Alexander Ursenbacher,92,"1,600",-27,119,"1,683"
Lee Page,93,"1,260",-15,108,"5,860"
Allan Taylor,94,833,-13,107,"6,399"
Ryan Clark,95,694,-26,121,694
Ahmed Saif,97,0,-20,117,"1,700"
Jak Jones,97,0,2,95,"11,649"
Khalid Belaied Abumdas - Not active,97,0,-27,124,0
Lee Spick - Not active,97,0,97,0,0
Rouzi Maimaiti,0,0,,117,"1,700"
Craig Steadman,0,0,,73,"30,449"
Tian Pengfei,0,0,,82,"23,116"
Chris Melling,0,0,,96,"10,832"
Zhang Anda,0,0,,83,"21,216"
Michael Georgiou,0,0,,90,"15,766"
Liam Highfield,0,0,,74,"29,066"
Michael Leslie,0,0,,105,"7,972"
Lee Walker,0,0,,104,"7,983"
Mitchell Mann,0,0,,88,"17,366"
Thanawat Thirapongpaiboon,0,0,,103,"8,000"
Hossein Vafaei,0,0,,124,0
Stephen Hendry - Not active,0,0,,124,0
