player,start_rank,start_points,difference,finish_rank,finish_points
Peter Lines,0,0,,97,"23,725"
Robin Hull,0,0,,98,"22,500"
Li Yuan,0,0,,98,"22,500"
Allan Taylor,0,0,,100,"20,750"
Duane Jones,0,0,,102,"20,000"
Nigel Bond,0,0,,104,"17,600"
Chen Zifan,0,0,,105,"17,500"
Ashley Hugill,0,0,,107,"16,000"
Niu Zhuang,0,0,,107,"16,000"
Chris Totten,0,0,,109,"14,500"
Eden Sharav,0,0,,110,"13,500"
Paul Davison,0,0,,112,"12,500"
Soheil Vahedi,0,0,,112,"12,500"
Billy Joe Castle,0,0,,114,"11,500"
Hamza Akbar,0,0,,116,"10,500"
Ross Muir,0,0,,118,"10,000"
Joe Swail,0,0,,120,"8,500"
Sanderson Lam,0,0,,121,"8,000"
Sean O'Sullivan,0,0,,123,"6,000"
Rod Lawler,0,0,,125,"5,600"
Rhys Clark,0,0,,127,"2,500"
Lukas Kleckers,0,0,,129,"2,000"
Basem Eltahhan,0,0,,130,500
Matthew Bolton,0,0,,131,0
