player,start_rank,start_points,difference,finish_rank,finish_points
Li Hang,0,0,,91,"13,920"
Jin Long,0,0,,126,"2,040"
Shi Hanqing,0,0,,128,720
Elliot Slessor,0,0,,108,"7,680"
Alex Davies,0,0,,100,"10,630"
Lee Page,0,0,,115,"6,210"
Hammad Miah,0,0,,104,"8,830"
Ahmed Saif,0,0,,123,"3,320"
Ross Muir,0,0,,102,"9,470"
Ryan Clark,0,0,,119,"5,850"
Alexander Ursenbacher,0,0,,120,"5,260"
Neil Robertson,2,"79,460",0,2,"92,300"
David Morris,0,0,,89,"16,910"
Fraser Patrick,0,0,,118,"5,920"
Lee Spick,0,0,,129,640
Chris Wakelin,0,0,,105,"8,480"
Robin Hull,0,0,,110,"6,880"
Cao Xinlong,0,0,,113,"6,480"
Khalid Belaied Abumdas,0,0,,125,"2,320"
Alex Borg,0,0,,114,"6,400"
