player,start_rank,start_points,difference,finish_rank,finish_points
Martin Clark,12,0,-2,14,0
Jim Bear,119,0,-9,128,0
Terry Whitthread,118,0,-14,132,0
John Dunning,117,0,-7,124,0
Jack Fitzmaurice,116,0,-7,123,0
Jimmy van Rensberg - Not active,115,0,115,0,0
Jim Donnelly,114,0,-4,118,0
Robbie Grace,113,0,-4,117,0
Gino Rigitano,112,0,0,112,0
Vic Harris,111,0,-5,116,0
Matt Gibson,110,0,-5,115,0
Willie Thorne,11,0,-6,17,0
Duncan Campbell,109,0,43,66,0
Glen Wilkinson - Not active,108,0,-27,135,0
Malcolm Bradley,107,0,-14,121,0
François Ellis,106,0,-13,119,0
Eric Lawlor,105,0,-8,113,0
Tony Kearney,104,0,-7,111,0
Ian Williamson,103,0,-3,106,0
Paul Watchorn,102,0,-8,110,0
Steve Meakin,101,0,-6,107,0
Robby Foldvari,100,0,32,68,0
Dennis Taylor,10,0,1,9,0
Stephen Hendry,1,0,0,1,0
Frank Jonik - Not active,0,0,,0,0
David Greaves,0,0,,157,0
Maurice Parkin - Not active,0,0,,164,0
John Hargreaves - Not active,0,0,,158,0
Bert Demarco,0,0,,153,0
Eddie McLaughlin - Not active,0,0,,161,0
Vladimir Potazsnyk,0,0,,138,0
Mannie Francisco - Not active,0,0,,154,0
Sam Frangie - Not active,0,0,,155,0
James Giannaros - Not active,0,0,,156,0
Mike Hines - Not active,0,0,,0,0
Steve Mizerak - Not active,0,0,,162,0
Paddy Morgan,0,0,,163,0
Gerry Watson - Not active,0,0,,168,0
Chris Cookson,0,0,,99,0
Gary Natale,0,0,,81,0
Jason Whittaker,0,0,,69,0
Jason Prince,0,0,,56,0
Jonathan Birch,0,0,,55,0
Rod Lawler,0,0,,54,0
Franky Chan,0,0,,53,0
Ken Doherty,0,0,,51,0
Alan McManus,0,0,,41,0
Gordon Robinson - Not active,0,0,,167,0
Perrie Mans - Not active,0,0,,160,0
Leon Heywood - Not active,0,0,,159,0
Lou Condo - Not active,0,0,,152,0
Joe Cagianello - Not active,0,0,,150,0
Bill Werbeniuk,0,0,,146,0
Jason Ferguson,0,0,,108,0
