player,start_rank,start_points,difference,finish_rank,finish_points
Mark Rowing,82,"11,100",-6,88,"9,055"
Shokat Ali,83,"10,845",-4,87,"9,105"
Mark Flowerdew,84,"10,785",30,54,"14,300"
Steve Judd,85,"10,740",11,74,"10,675"
Chris Small,86,"10,615",24,62,"12,740"
John Read,87,"10,560",-5,92,"8,840"
Paul Tanner - Not active,88,"10,345",88,0,0
Mark King,89,"10,250",37,52,"14,305"
Nick Dyson,90,"10,180",-12,102,"7,980"
Terry Murphy,91,"10,125",30,61,"13,130"
David McDonnell,92,"9,730",-23,115,"7,070"
Jamie Woodman,93,"9,595",-3,96,"8,525"
Shaun Mellish,94,"9,455",-85,179,"3,935"
Andrew Cairns,95,"9,445",-6,101,"8,105"
Sean Storey,96,"9,370",-21,117,"7,030"
Darren Clarke,97,"9,255",8,89,"9,050"
Brady Gollan - Not active,98,"9,225",-213,311,"1,725"
Dominic Dale,99,"9,086",20,79,"10,025"
Darryn Walker,100,"9,075",9,91,"9,010"
Ian Brumby,101,"9,035",32,69,"11,600"
Jason Weston,102,"8,965",-9,111,"7,265"
Peter Daubney,103,"8,730",-6,109,"7,500"
David Taylor,104,"8,575",-2,106,"7,780"
Jamie Burnett,105,"8,490",32,73,"10,790"
Steve Campbell,106,"8,435",106,0,0
Barry West,107,"8,370",-23,130,"6,225"
John Giles,108,"8,120",-25,133,"5,825"
Nick Fruin,109,"8,085",4,105,"7,795"
Dylan Leary,110,"8,015",-14,124,"6,615"
Chris Scanlon,111,"7,958",25,86,"9,260"
Yasin Merchant,112,"7,901",5,107,"7,780"
Colin Morton,113,"7,840",9,104,"7,815"
Warren King,114,"7,725",-103,217,"3,045"
Steve Meakin,115,"7,520",-39,154,"4,885"
Scott MacFarlane,116,"7,515",-25,141,"5,275"
Surinder Gill,117,"7,470",19,98,"8,255"
Franky Chan - Not active,118,"7,425",-192,310,"1,725"
Euan Henderson,119,"7,070",29,90,"9,035"
Oliver King,120,"6,975",-2,122,"6,730"
Lee Richardson,121,"6,955",37,84,"9,450"
Ken Owers,122,"6,885",4,118,"6,855"
Anthony Harris,123,"6,855",-12,135,"5,470"
Paul Gibson,124,"6,810",-57,181,"3,905"
Roger Garrett,125,"6,650",40,85,"9,435"
Robby Foldvari,126,"6,610",-1,127,"6,315"
Pat Kenny,127,"6,590",-10,137,"5,415"
Antony Bolsover,128,"6,480",31,97,"8,345"
Peter Lines,129,"6,420",0,129,"6,250"
Jason Wallace,130,"6,420",10,120,"6,785"
Steve Longworth - Not active,131,"6,405",131,0,0
Nick Walker,132,"6,360",38,94,"8,555"
Jim Chambers,133,"6,275",14,119,"6,820"
Tony Wilson - Not active,134,"6,235",134,0,0
Matthew Couch,135,"6,198",59,76,"10,408"
Colin Roscoe - Not active,136,"6,185",136,0,0
Marcus Campbell,137,"6,080",21,116,"7,035"
Jeff Cundy,138,"5,995",24,114,"7,145"
Steve Duggan,139,"5,925",-1,140,"5,329"
Murdo Macleod,140,"5,910",-19,159,"4,745"
Barry Pinches,141,"5,850",9,132,"6,040"
Adrian Rosa,142,"5,825",16,126,"6,525"
Noppadon Noppachorn,143,"5,776",40,103,"7,820"
Amrik Cheema,144,"5,760",-2,146,"5,105"
Spencer Dunn,145,"5,755",145,0,0
Bill Oliver,146,"5,755",-84,230,"2,809"
Craig MacGillivray,147,"5,455",-4,151,"4,980"
Graham Horne,148,"5,430",3,145,"5,189"
Tony Rampello - Not active,149,"5,400",149,0,0
Robert Marshall,150,"5,390",-12,162,"4,649"
Joe O'Boye,151,"5,310",13,138,"5,410"
Jason Whittaker,152,"5,310",-85,237,"2,675"
Robert Foxall,153,"5,245",-8,161,"4,705"
Bradley Jones,154,"5,165",7,147,"5,070"
Karl Burrows,155,"5,105",16,139,"5,395"
David McLellan,156,"5,100",8,148,"5,060"
Mark Boyd - Not active,157,"5,095",157,0,0
Daniel Murphy,158,"5,035",14,144,"5,200"
John Virgo - Not active,159,"4,925",-345,504,225
Paul Wykes,160,"4,910",18,142,"5,219"
Anthony O'Connor,161,"4,910",-22,183,"3,879"
Kirk Stevens - Not active,162,"4,900",162,0,0
Paul Cavney,163,"4,865",51,112,"7,245"
Paddy Browne,164,"4,840",-13,177,"3,955"
Darren Hackeson,165,"4,815",-35,200,"3,444"
Mehmet Husnu,166,"4,790",-42,208,"3,200"
Steve Lemmens,167,"4,755",-49,216,"3,060"
Dermot McGlinchey,168,"4,655",-30,198,"3,454"
Gerard Greene,169,"4,640",59,110,"7,390"
Jimmy Long,170,"4,545",-3,173,"4,039"
Michael Judge,171,"4,538",71,100,"8,120"
Stuart Reardon,172,"4,510",41,131,"6,090"
Gary Ponting,173,"4,496",60,113,"7,200"
Jason Smith,174,"4,445",-48,222,"2,945"
Bjorn L'Orange,176,"4,410",8,168,"4,300"
Alan Trigg,177,"4,395",177,0,0
Bob Harris,178,"4,300",-10,188,"3,760"
Steve Prest,179,"4,280",7,172,"4,070"
Alex Borg,180,"4,260",6,174,"4,029"
Wayne Rendle,181,"4,190",-24,205,"3,254"
David Rippon,182,"4,145",27,155,"4,870"
Mark Pugh,183,"4,040",183,0,0
Gary Lees,184,"4,005",21,163,"4,549"
Ian Sargeant,185,"3,982",5,180,"3,914"
Joe Delaney,186,"3,980",20,166,"4,365"
Stuart Pettman,187,"3,960",64,123,"6,694"
Paul Medati,188,"3,925",-21,209,"3,195"
Suriya Suwannasingh,189,"3,913",31,158,"4,779"
Dave Martin,190,"3,860",190,0,0
Barry Bunn - Not active,191,"3,830",191,0,0
Rex Williams,192,"3,825",-9,201,"3,330"
Nic Barrow,193,"3,805",8,185,"3,825"
Mark O'Sullivan,194,"3,766",34,160,"4,745"
Chris Cookson,195,"3,730",195,0,0
Cary Kikis,196,"3,715",-207,403,"1,100"
Jamie Bodle,197,"3,698",61,136,"5,465"
Mark Gray,198,"3,645",48,150,"5,050"
Roger Leighton,199,"3,445",42,157,"4,790"
Sergio Beggiato,200,"3,415",1,199,"3,445"
Graham MacDonald,201,"3,390",-34,235,"2,765"
Allison Fisher,202,"3,365",11,191,"3,694"
Leigh Robinson,203,"3,350",33,170,"4,250"
Carl Waters,204,"3,249",-38,242,"2,625"
David Grimwood,205,"3,235",-122,327,"1,615"
Dave Gilbert,206,"3,170",206,0,0
Steve Mifsud,207,"3,160",-170,377,"1,240"
Jason Pegram,208,"3,145",1,207,"3,245"
John Lardner,209,"3,140",34,175,"4,020"
Anton Bishop,210,"3,115",61,149,"5,060"
John Shilton,211,"3,085",211,0,0
Robin Hull,212,"3,070",84,128,"6,270"
Jonathan Saunders,213,"3,044",213,0,0
Nick Marsh,214,"3,014",71,143,"5,200"
Pat Horne,215,"2,980",-6,221,"2,980"
Ian Williamson,216,"2,945",-67,283,"2,000"
Leigh Griffin,217,"2,930",30,187,"3,795"
Danny Smith - Not active,218,293,-244,462,660
Mike Dunn,219,"2,920",63,156,"4,840"
Gary Peters,220,"2,910",5,215,"3,105"
Simon Morris,221,"2,910",-7,228,"2,845"
John Burns,222,"2,890",55,167,"4,359"
Mukesh Parmar,223,"2,865",47,176,"3,994"
Sean Lynskey,224,"2,830",21,203,"3,319"
Garry Baldrey,225,"2,795",36,189,"3,760"
Eddie Manning,226,"2,780",-43,269,"2,145"
Nick Pearce,227,"2,774",23,204,"3,295"
Darren Guest - Not active,228,"2,770",-182,410,"1,045"
David Coles,229,"2,715",35,194,"3,555"
Graham Cripsey,230,"2,615",-89,319,"1,699"
Michael Duffy,231,"2,560",62,169,"4,284"
Richard Pincott - Not active,232,"2,535",232,0,0
Neil Tomkins,233,"2,503",-7,240,"2,664"
Guy Dennis,234,"2,485",234,0,0
Eddie Lott,235,"2,480",49,186,"3,800"
Sonic Multani - Not active,236,"2,480",236,0,0
Paul Davison,237,"2,443",35,202,"3,320"
Stuart Parnell,238,"2,360",73,165,"4,540"
Steve Russell,239,"2,295",-27,266,"2,189"
Ray Edmonds,241,"2,250",-259,500,255
Paul Davison (II),242,"2,249",242,0,0
Neil Mosley,243,"2,200",90,153,"4,960"
Sefton Payne,244,"2,163",48,196,"3,495"
Simon Parker,245,"2,145",12,233,"2,785"
Steve Elliott,246,"2,100",-9,255,"2,419"
Mick Fisher,247,"2,080",-17,264,"2,224"
Peter Gilchrist,248,"2,010",-6,254,"2,424"
Daryl Peach,249,"2,010",36,213,"3,125"
Tony Kearney - Not active,250,"1,985",-205,455,710
David Wilson,251,"1,943",59,192,"3,675"
Steve Whalley,252,"1,920",25,227,"2,865"
Martin O'Neill,253,"1,880",89,164,"4,546"
Tom Finstad,254,"1,840",-4,258,"2,319"
Scott Bigham,255,"1,825",45,210,"3,185"
Steve Ventham,256,"1,795",10,246,"2,555"
Ian McCulloch,257,"1,778",64,193,"3,660"
Andrew Hannah,258,"1,708",35,223,"2,924"
Graham Fisken,259,"1,700",20,239,"2,665"
Peter McCullagh,260,"1,680",49,211,"3,174"
Matt Wilson,261,"1,660",127,134,"5,625"
Robert Chapman,262,"1,650",19,243,"2,620"
Stuart Mann,263,"1,640",43,220,"2,995"
Richy McDonald,264,"1,620",80,184,"3,860"
Joe Perry,265,"1,617",70,195,"3,500"
Craig Harrison,266,"1,610",41,225,"2,880"
Wayne Lloyd,267,"1,610",23,244,"2,619"
David Buskin - Not active,268,"1,609",268,0,0
Alan Peacock - Not active,269,"1,575",269,0,0
Lee Grant,270,"1,525",-11,281,"2,009"
Micky Wareham - Not active,271,"1,515",271,0,0
Paul Webb - Not active,272,"1,510",272,0,0
Micky Roughan,273,"1,490",28,245,"2,580"
John Timson - Not active,274,"1,485",274,0,0
Frank Maskell - Not active,275,"1,475",275,0,0
Craig Newson - Not active,276,"1,470",-218,494,280
Jason Walton,277,"1,420",27,250,"2,534"
Shane Haines,278,"1,415",66,212,"3,160"
Dessie Sheehan - Not active,279,"1,400",-210,489,355
Paul Watchorn,280,"1,380",-17,297,"1,819"
Iwan Jones,281,"1,375",30,251,"2,480"
Mike Darrington,282,"1,340",-228,510,205
Will Jerram,283,"1,315",-18,301,"1,804"
Dean Venables,284,"1,295",12,272,"2,114"
Kevin Young - Not active,285,"1,290",285,0,0
Tim Bailey,286,"1,288",286,0,0
Julian Goodyear,287,"1,280",17,270,"2,129"
Stephen Roberts,288,"1,225",288,0,0
Paul Florence,289,"1,216",14,275,"2,084"
Michael Leach,290,"1,210",56,234,"2,780"
Joe Canny,291,"1,200",38,253,"2,428"
Steve Harrison,292,"1,160",44,248,"2,550"
John Dunning,293,"1,150",-55,348,"1,495"
Jamie Rous,294,"1,145",34,260,"2,280"
Darren Lennox,295,"1,140",48,247,"2,552"
Karl Townsend,296,"1,130",-26,322,"1,680"
Richard Culham,297,"1,097",1,296,"1,835"
Philip Seaton,298,"1,095",30,268,"2,160"
Mario Fernandez,299,"1,080",80,219,"3,010"
Gay Burns - Not active,300,"1,065",300,0,0
Jack Fitzmaurice,301,"1,050",-36,337,"1,562"
Steve Archer,302,"1,044",88,214,"3,110"
Mark Williams (II),303,"1,026",26,277,"2,072"
Jonathan Bagley,304,"1,025",-32,336,"1,562"
Steven Evans,305,"1,021",21,284,"1,985"
Nick Jones,306,"1,020",-27,333,"1,592"
Jim Donnelly,307,"1,000",-163,470,607
David Singh,308,970,29,279,"2,017"
Anthony Taylor,309,970,15,294,"1,859"
John Manley,310,970,-24,334,"1,580"
Anthony Halpin,311,960,-45,356,"1,432"
Ian Hurdman,312,958,47,265,"2,200"
Stephen Taylor,313,955,82,231,"2,800"
Paul Hefford,314,950,-10,324,"1,660"
Graham Stevens,315,940,33,282,"2,002"
Martin Dziewialtowski,316,938,87,229,"2,810"
Jason Scott,317,936,317,0,0
Geet Sethi - Not active,318,915,-153,471,590
Richard King (II),319,910,-43,362,"1,364"
Chris Nicholson - Not active,320,895,320,0,0
Robert Tavagna - Not active,321,880,-170,491,310
James Vicarey,322,873,36,286,"1,960"
David Blakey,323,865,-56,379,"1,227"
David Langton,324,860,-112,436,842
Gerry Jones,325,830,10,315,"1,714"
Vince McCluskey - Not active,326,830,-175,501,250
Andrew Atkinson,327,822,54,273,"2,106"
Stacey Hillyard,328,820,328,0,0
John Bayliss,329,806,66,263,"2,233"
Jason Hawen - Not active,330,805,330,0,0
Justin Buckingham,331,795,113,218,"3,035"
Kevin Lownds - Not active,332,790,-161,493,280
Norman Maher,333,785,-36,369,"1,304"
Terrance Burke,334,780,-17,351,"1,469"
Richard McHugh,335,776,335,0,0
Darren Limburg,336,753,84,252,"2,449"
Anthony Buckley,337,750,-13,350,"1,481"
Stuart Henderson,338,740,338,0,0
Lee Walters,339,733,47,292,"1,873"
Alistair Fleming,340,686,108,232,"2,787"
John Knipe - Not active,341,666,341,0,0
Hitesh Lakhani,342,655,-40,382,"1,211"
Thomas McKenna,343,655,343,0,0
Neil Selman,344,635,-19,363,"1,356"
Sam Chong,345,635,107,238,"2,672"
Alfonso Bellusci,346,632,48,298,"1,813"
Andrew Photiou,347,622,16,331,"1,594"
Shawn Budd,348,618,-109,457,680
Hassan Vaizie,349,615,44,305,"1,764"
Wayne Saidler,350,614,91,259,"2,295"
Ian Bullimore,351,611,90,261,"2,256"
Roy Bigg,352,603,3,349,"1,488"
Craig Bradshaw,353,596,97,256,"2,373"
Matthew Spade,354,593,34,320,"1,686"
Lyndon Smith,355,590,67,288,"1,902"
Robert Harrhy,356,585,-150,506,220
Philip Williams,357,546,131,226,"2,877"
Tim Dunphy,358,540,-2,360,"1,389"
Richard Davis - Not active,359,534,-131,490,348
Kevin Brown,360,520,360,0,0
Jayson Morris,361,511,4,357,"1,409"
Norman MacLachlan,362,505,-123,485,390
Gareth Chilcott,363,496,157,206,"3,246"
Steven Cook,364,495,-32,396,"1,151"
Patrick Delsemme,365,488,89,276,"2,079"
Fred Davis - Not active,366,485,366,0,0
Mario Geudens,367,484,143,224,"2,690"
David Stone - Not active,368,483,368,0,0
Richard Wheelhouse,369,480,98,271,"2,124"
Martin Grainger - Not active,370,475,-139,509,210
Alan Edmonds,371,472,48,323,"1,675"
Grant Peabody,372,465,6,366,"1,346"
Michael O'Sullivan,373,465,45,328,"1,612"
Louis Fazekas,374,465,374,0,0
Andrew Essilfie,375,462,375,0,0
Ryan Milton,376,462,-36,412,"1,043"
John Herbert,377,460,38,339,"1,554"
Gary Morris,378,458,378,0,0
Philip Minchin - Not active,379,455,-140,519,145
Peter Bullen,380,454,77,303,"1,786"
Declan Hughes,381,444,88,293,"1,865"
Mark Whatley,382,443,11,371,"1,293"
Elliott Clark,383,441,10,373,"1,272"
Mario Wehrmann,384,438,54,330,"1,594"
Darren Martin - Not active,385,436,-122,507,216
David Mole,386,426,11,375,"1,249"
Richard Pipe,387,425,387,0,0
David Athorn,388,425,3,385,"1,202"
Paul Clarke,389,423,-42,431,920
Craig Barber,390,412,-4,394,"1,156"
Carl Groves,391,410,-49,440,819
Richard Cleeter,392,398,392,0,0
Paul Smith (II),393,394,-30,423,955
Matthew Catchpole,394,390,394,0,0
Brett Patmore,395,386,106,289,"1,897"
Jason Curtis,396,385,16,380,"1,225"
Karen Corr,397,380,-149,546,25
Stephen Popplewell,398,376,91,307,"1,762"
Richard Batty,399,373,78,321,"1,683"
Andrew Krasinski,400,366,400,0,0
Andrew Alexandrou,401,361,33,368,"1,340"
Wilfred Dijkstra,402,360,402,0,0
Geoff Williams,403,360,403,0,0
Chris Henry - Not active,404,358,404,0,0
Johnny Kemp - Not active,405,348,405,0,0
Glenn Stevenson,406,342,74,332,"1,592"
John Leahy,407,335,-73,480,472
Derek Heaton - Not active,408,335,408,0,0
Fjolnir Thorgeirsson - Not active,409,325,409,0,0
Malcolm Billaney,410,319,57,353,"1,458"
Udesh Pillay,411,319,-106,517,148
David Lazenby - Not active,412,315,412,0,0
Jason Greaves,413,309,99,314,"1,719"
Darren Mirza,414,308,26,388,"1,193"
Peter Peratikou,415,305,-107,522,125
Timothy Paling - Not active,416,305,-121,537,65
Michael Kirkham - Not active,418,300,-111,529,80
Paul Maskell,419,300,-10,429,931
Chris Archer,420,298,-47,467,628
Chris Carpenter,421,295,421,0,0
Stuart Pegrum - Not active,422,295,422,0,0
Simon Morfitt - Not active,423,282,-103,526,96
Damon Zeid,424,281,99,325,"1,650"
Daniele Zagaroli,425,280,147,278,"2,044"
Trevor Holtby - Not active,426,280,-95,521,126
Jimmy O'Shea,427,275,-89,516,150
Kevin Johnstone,428,271,428,0,0
Stephen Kershaw,429,270,129,300,"1,804"
Steve Gough,430,270,89,341,"1,540"
Gregg Tugby,431,270,38,393,"1,159"
John Bedford,432,266,432,0,0
Chris Milner - Not active,433,266,433,0,0
Anne-Marie Farren - Not active,434,265,434,0,0
Tom Bell,435,260,76,359,"1,402"
Darren Paris,436,260,128,308,"1,757"
Edvard Matthiasson,437,260,135,302,"1,788"
Kevin McCallum,438,256,132,306,"1,763"
James Gibson,439,256,34,405,"1,059"
Brian Smits,440,256,440,0,0
David Mellon,441,251,35,406,"1,058"
Iain Trimble,442,250,88,354,"1,455"
Jimmy Singh,443,247,79,364,"1,351"
Daniel Haenga - Not active,444,246,-58,502,246
Ramu Vaswani - Not active,445,246,445,0,0
Andrew Radford,446,244,151,295,"1,842"
Ryan Michael,448,238,103,345,"1,511"
John Clouden,449,235,15,434,870
Derek Turner - Not active,450,235,450,0,0
Darren Dodd,451,234,451,0,0
Stephen Kiddle - Not active,452,232,-76,528,94
Matt Bayley,453,228,107,346,"1,506"
David Thompson,454,226,43,411,"1,043"
Graham Miles - Not active,455,220,-50,505,220
Stan Haslam,456,220,456,0,0
Frank Fitzgerald - Not active,457,219,-70,527,94
Julian Mills,458,218,75,383,"1,210"
Damian Massey,459,218,172,287,"1,955"
Chris Achilles,460,214,-22,482,425
Robert Thallon,461,214,5,456,689
Lee Marney,462,210,64,398,"1,145"
Matthew McGrotty,463,210,172,291,"1,890"
Peter Kippie - Not active,464,209,464,0,0
Andrew Craig,465,208,0,465,639
Del Smith,466,205,53,413,"1,042"
Peter Delaney - Not active,467,201,-56,523,112
Neil Wood,468,200,194,274,"2,084"
Mark Canovan,469,200,93,376,"1,246"
Martin Lee,470,195,-5,475,539
Kieran McMahon,471,190,-16,487,360
Mark Ganderton,472,189,83,389,"1,191"
Bjorn Haneveer,473,188,174,299,"1,805"
Paul Hurren,474,187,-37,511,188
Andrew Clark - Not active,475,183,-55,530,78
Barry O'Loughlin - Not active,476,182,-64,540,62
Craig McDonald,477,178,5,472,570
Daniel Gimenez - Not active,478,176,-36,514,176
John Benton - Not active,479,174,479,0,0
Chris Taylor - Not active,480,168,480,0,0
Daniel Buskin,481,166,481,0,0
Luke Spiller - Not active,482,165,482,0,0
Clive Bernstone,483,161,483,0,0
Mario Morra,484,160,-8,492,294
Andrew Fisher - Not active,485,160,-46,531,78
Ian Barry Stark,486,160,-17,503,241
George Scott,487,160,487,0,0
Sacha Journet,488,158,45,443,797
Dennis Hughes - Not active,489,155,-36,525,105
Neil Hoggarth,490,154,46,444,792
Matthew Farrant,491,152,491,0,0
Philip Freeman,492,150,-49,541,60
Shaun Berry,493,148,60,433,871
Roberto Frezza,494,146,-24,518,146
Jonathan White - Not active,495,146,495,0,0
Mark Peevers - Not active,496,140,-47,543,46
Simon Westcott,497,140,67,430,931
Mario Vassallo,498,138,498,0,0
Scott Rigg,499,138,152,347,"1,499"
Christopher Booth - Not active,500,135,500,0,0
Mike Russell - Not active,501,135,501,0,0
Mike Watterson - Not active,502,135,502,0,0
Alex Coutts,503,134,20,483,411
John Horsfall - Not active,504,133,-38,542,50
Simon Smith,505,130,147,358,"1,405"
Rory Mallon,506,126,151,355,"1,443"
Stephen Waldron,507,124,105,402,"1,116"
Donald Newcombe,508,124,-5,513,177
Andrea Barbacane,509,121,32,477,501
Anthony Corina - Not active,510,120,510,0,0
Huseyin Hursid,511,119,50,461,665
Tony Brown,512,118,97,415,"1,014"
Duncan Moore - Not active,513,112,-11,524,112
Neil Johnson,514,112,514,0,0
Mark Taylor,515,110,34,481,437
Darren Shaw,517,106,175,342,"1,533"
Neil Davies - Not active,518,106,518,0,0
Darren Skinner,519,105,100,419,981
Peter Williams - Not active,520,105,520,0,0
Craig Glanville,521,104,521,0,0
Jeffrey Moore,522,102,135,387,"1,194"
Jerry Williams - Not active,523,100,523,0,0
Luke Roberts,524,94,46,478,481
Paul Dawson,525,90,173,352,"1,464"
Nicholas Segal,526,90,148,378,"1,227"
Mohammed Shazi Khan,527,89,-17,544,34
Gary Skipworth - Not active,528,89,528,0,0
Paul Lloyd,529,88,84,445,792
Matt Bailey,530,88,217,313,"1,722"
Chris Gill - Not active,531,86,531,0,0
Paul Sweeny,532,80,283,249,"2,537"
Wim Braam - Not active,533,80,533,0,0
Ross Mabbott - Not active,534,80,534,0,0
Paul Lovegrove,535,80,56,479,477
Paul Moss,536,80,41,495,277
James McGouran,537,78,537,0,0
Lun Wai Lee,538,78,146,392,"1,159"
Alan Brookes,539,76,51,488,359
Ahmed Hussein Gamal - Not active,540,76,540,0,0
Gary Natale - Not active,541,75,5,536,75
Ronnie Shakespeare - Not active,542,73,-5,547,18
Ismail Yildiran - Not active,543,66,-5,548,16
Chris O'Sullivan,544,64,204,340,"1,548"
Keith Moore - Not active,545,64,7,538,64
Paul Thomerson,546,64,130,416,"1,007"
John Mullane,547,58,547,0,0
Frank Smith - Not active,548,57,3,545,32
Alex Peart,549,56,63,486,388
Mark Faulkner,550,55,98,452,712
Colin Mitchell - Not active,551,53,551,0,0
Anthony Bridge,552,52,111,441,805
Bernard Bennett,553,50,38,515,159
Andreas Ahmed,554,48,42,512,182
Dean Bracey,555,48,148,407,"1,055"
Geoff Grennan - Not active,556,48,556,0,0
Joe Patterson,557,46,557,0,0
Charles Vos - Not active,558,44,558,0,0
Barry Zee - Not active,559,38,559,0,0
Miles Green,560,36,102,458,675
Colin Kelly,175,"4,420",23,152,"4,965"
Tai Pichit,0,0,,171,"4,072"
Wayne Brown,0,0,,178,"3,950"
Graeme Dott,0,0,,190,"3,700"
Matthew Stevens,0,0,,236,"2,762"
Mark Fenton,0,0,,241,"2,647"
Joe Jogia,0,0,,257,"2,322"
Alfie Burden,0,0,,262,"2,250"
Colm Gilcreest,0,0,,267,"2,174"
Lee Walker,0,0,,280,"2,014"
Patrick Wallace,0,0,,285,"1,984"
Andrew Peters,0,0,,290,"1,890"
Mike Nixon,0,0,,304,"1,771"
Andy Neck,0,0,,309,"1,740"
Marc Devon,0,0,,312,"1,724"
Nick Spelman,0,0,,316,"1,707"
Chris Barnard,0,0,,317,"1,704"
Adrian Gunnell,0,0,,318,"1,704"
Raymon Fabrie,0,0,,326,"1,637"
Geoff Dunn,0,0,,329,"1,611"
Andrew Duff - Not active,0,0,,335,"1,571"
Scott Cooney,0,0,,338,"1,561"
Hugh Abernethy,0,0,,343,"1,521"
Tim Parry,0,0,,344,"1,511"
Mark Miller,0,0,,361,"1,365"
Gary Irvine,0,0,,367,"1,345"
Eddie Barker,0,0,,370,"1,298"
Neal Jones,0,0,,372,"1,278"
Johan van Goetham,0,0,,365,"1,348"
Stefan van der Borght,0,0,,374,"1,265"
Justyn Barnes,0,0,,381,"1,216"
Evan Munro,0,0,,384,"1,205"
Andrew Milliard,0,0,,390,"1,181"
Steve Day,0,0,,391,"1,178"
Kamal Jit Singh,0,0,,386,"1,201"
Jason Dunworth,0,0,,395,"1,155"
Vipul Patel,0,0,,397,"1,145"
Kevin Sullivan - Not active,0,0,,399,"1,132"
Kevin Smith,0,0,,400,"1,129"
Gareth Atkins,0,0,,401,"1,128"
James Linehan,0,0,,404,"1,092"
John Buckley,0,0,,408,"1,054"
