player,start_rank,start_points,difference,finish_rank,finish_points
Paul Davies,0,0,,48,0
Ian Gerrard,0,0,,479,0
John Fox,0,0,,478,0
Ryan Michael,0,0,,477,0
Richard Davis,0,0,,476,0
Russell Gough,0,0,,475,0
Foizur Rahman,0,0,,474,0
Ayub Khalifa,0,0,,473,0
Barry O'Loughlin,0,0,,472,0
Stephen Sanders,0,0,,471,0
Kevin Johnstone,0,0,,470,0
Peter Ebdon,0,0,,47,0
Geoff Grennan,0,0,,469,0
Colin Mitchell,0,0,,468,0
David Giles,0,0,,467,0
Luke Roberts,0,0,,466,0
Clive Bernstone,0,0,,465,0
Paul Strafford,0,0,,464,0
Clement Walden,0,0,,462,0
Ronnie Shakespeare,0,0,,461,0
Neil Bowles,0,0,,460,0
Neville Atkins,0,0,,459,0
Alex Coutts,0,0,,458,0
Chris Milner,0,0,,457,0
Peter Delaney,0,0,,456,0
Graham Bradley,0,0,,455,0
Trevor Holtby,0,0,,454,0
Michael Burke,0,0,,453,0
Alex Peart,0,0,,452,0
Andrew Photiou,0,0,,451,0
Barry Zee,0,0,,450,0
John Cahill,0,0,,449,0
Ahmed Hussein Gamal,0,0,,448,0
Tony Bolahood,0,0,,447,0
Mark Peevers,0,0,,445,0
Peter Bardsley,0,0,,444,0
Andrew Alexandrou,0,0,,443,0
Neil Cameron,0,0,,442,0
Chris Archer,0,0,,441,0
John Jorgensen,0,0,,440,0
Elliott Clark,0,0,,439,0
Roy Bigg,0,0,,438,0
David Hoggarth,0,0,,437,0
Joe Baines,0,0,,436,0
Jimmy Singh,0,0,,435,0
Karl Krajnyak,0,0,,434,0
Michael Eaves,0,0,,433,0
Nick Stanfield,0,0,,432,0
Mark Farrimond,0,0,,431,0
Paul Hurren,0,0,,430,0
David Wright,0,0,,429,0
Ahimar Bjarnsson,0,0,,428,0
Phil Mumford,0,0,,427,0
Doug French,0,0,,426,0
David Cheung,0,0,,425,0
Martin Grainger,0,0,,424,0
Sacha Journet,0,0,,423,0
Michael Valentine,0,0,,422,0
Paul Lovegrove,0,0,,421,0
John Benton,0,0,,420,0
Andrew Clark,0,0,,419,0
Peter Oakley,0,0,,418,0
Christopher Booth,0,0,,417,0
Chris Achilles,0,0,,416,0
Richard King (II),0,0,,415,0
Mark Darnes,0,0,,414,0
Robert Thallon,0,0,,413,0
Tim Dunphy,0,0,,412,0
Derek Turner,0,0,,411,0
Claudio Ravagnani,0,0,,410,0
Robert Yule,0,0,,409,0
Peter Williams,0,0,,408,0
Damon Zeid,0,0,,407,0
David Brabiner,0,0,,406,0
Rory McLeod,0,0,,405,0
Peter Peratikou,0,0,,404,0
Kevin Brown,0,0,,403,0
John Dobson,0,0,,402,0
Frank Fitzgerald,0,0,,401,0
Stephen Wylie,0,0,,400,0
Lyndon Smith,0,0,,399,0
Jason Curtis,0,0,,398,0
Timothy Paling,0,0,,397,0
Steve Harrison,0,0,,396,0
Mike Henson,0,0,,395,0
Richard McHugh,0,0,,394,0
Fjolnir Thorgeirsson,0,0,,393,0
John Harrop,0,0,,392,0
Jimmy O'Shea,0,0,,391,0
Simon Brooks,0,0,,390,0
Andrew Prydden,0,0,,389,0
Chris Capel,0,0,,388,0
Gregg Tugby,0,0,,387,0
Tony Pierucci,0,0,,386,0
Johangir Khan,0,0,,385,0
Stuart Pegrum,0,0,,384,0
Luke Spiller,0,0,,383,0
Neil Martin,0,0,,382,0
Ian Barry Stark,0,0,,381,0
John Lardner,0,0,,380,0
Mark Jervis,0,0,,379,0
Hitesh Lakhani,0,0,,378,0
Richard Pipe,0,0,,377,0
Steve Whalley,0,0,,376,0
Karen Corr,0,0,,375,0
Mark Faulkner,0,0,,374,0
Steven Cook,0,0,,373,0
David Athorn,0,0,,372,0
Stuart Mann,0,0,,371,0
Simon Westcott,0,0,,370,0
Jeff White,0,0,,369,0
Graham Stevens,0,0,,368,0
Philip Seaton,0,0,,367,0
Martin Unsworth,0,0,,366,0
Gary Peters,0,0,,365,0
Shane Haines,0,0,,364,0
Stan Haslam,0,0,,363,0
Karl Townsend,0,0,,362,0
Nick Jones,0,0,,361,0
Gary Thomas,0,0,,360,0
Aidan Murphy,0,0,,359,0
Micky Roughan,0,0,,358,0
Harry Morgan,0,0,,357,0
Gerry Jones,0,0,,356,0
Darren Lennox,0,0,,355,0
Marc Devon,0,0,,354,0
Allison Fisher,0,0,,353,0
Iwan Jones,0,0,,352,0
Sukhbir Grewal,0,0,,351,0
Stuart Green,0,0,,350,0
David Singh,0,0,,349,0
John Rees,0,0,,348,0
Jamie Rous,0,0,,347,0
David Young,0,0,,346,0
Philip Minchin,0,0,,345,0
Anne-Marie Farren,0,0,,344,0
Anthony Taylor,0,0,,343,0
John Clouden,0,0,,342,0
Tony Emmott,0,0,,341,0
Mike Smith,0,0,,340,0
Paul McDonald,0,0,,339,0
Colin Kelly,0,0,,338,0
Chris Carpenter,0,0,,337,0
Norman MacLachlan,0,0,,336,0
Peter McCullagh,0,0,,335,0
Jonathan Bagley,0,0,,334,0
Ralph Mason,0,0,,333,0
Nicky Lazarus,0,0,,332,0
Geet Sethi,0,0,,331,0
Justin Buckingham,0,0,,330,0
Robert Harrhy,0,0,,329,0
David Lazenby,0,0,,328,0
Neil Selman,0,0,,327,0
John Herbert,0,0,,326,0
Kevin Lownds,0,0,,325,0
Jerry Williams,0,0,,324,0
Paul Hefford,0,0,,323,0
Norman Maher,0,0,,322,0
Patrick Mahon,0,0,,321,0
Mike Dunn,0,0,,320,0
Thomas McKenna,0,0,,319,0
George Wood,0,0,,318,0
Michael Kirkham,0,0,,317,0
Pat Horne,0,0,,316,0
Paul Gavey,0,0,,315,0
John Manley,0,0,,314,0
Steve Elliott,0,0,,313,0
Daryl Peach,0,0,,312,0
Gay Burns,0,0,,311,0
David Rice,0,0,,310,0
John Leahy,0,0,,309,0
Louis Fazekas,0,0,,308,0
Michael Leach,0,0,,307,0
Chris Barnett,0,0,,306,0
Terrance Burke,0,0,,305,0
Jason Hawen,0,0,,304,0
Anthony Buckley,0,0,,303,0
Mark Elliott,0,0,,302,0
Danny Smith,0,0,,301,0
Neil Figgins,0,0,,300,0
Michael Huntingdon,0,0,,299,0
Wayne Lloyd,0,0,,298,0
Paul Maskell,0,0,,297,0
Garry Baldrey,0,0,,296,0
Stuart Henderson,0,0,,295,0
Hassan Vaizie,0,0,,294,0
Chris Nicholson,0,0,,293,0
Anton Bishop,0,0,,292,0
Pete Seager,0,0,,291,0
Paul Smith,0,0,,290,0
Antony Bolsover,0,0,,289,0
Michael Gold,0,0,,288,0
Micky Wareham,0,0,,287,0
David McLellan,0,0,,286,0
John Welsh,0,0,,285,0
Lee Richardson,0,0,,284,0
Cary Kikis,0,0,,283,0
Gary Filtness,0,0,,282,0
Paul Raulston,0,0,,281,0
Richard Pincott,0,0,,280,0
Matthew McGrotty,0,0,,279,0
Julian Goodyear,0,0,,278,0
Jason Walton,0,0,,277,0
Stacey Hillyard,0,0,,276,0
Richy McDonald,0,0,,275,0
Chris Palmer,0,0,,274,0
Stuart Swinburn,0,0,,273,0
Stephen O'Connor,0,0,,272,0
Craig Newson,0,0,,271,0
Wayne Martin,0,0,,270,0
Brian Cakebread,0,0,,269,0
Roy Connor,0,0,,268,0
Paul Morgan,0,0,,267,0
John Burns,0,0,,266,0
Surinder Gill,0,0,,265,0
Robert Tavagna,0,0,,263,0
John Timson,0,0,,262,0
Simon Morris,0,0,,261,0
Darren Hackeson,0,0,,260,0
Carl Groves,0,0,,259,0
Graham Fisken,0,0,,258,0
Craig Johnston-Allen,0,0,,257,0
Jimmy Long,0,0,,256,0
Dylan Leary,0,0,,255,0
David Coles,0,0,,254,0
Peter Gilchrist,0,0,,253,0
Dean Venables,0,0,,252,0
Darren Guest,0,0,,251,0
Robert Dickson,0,0,,250,0
John White,0,0,,249,0
Will Jerram,0,0,,248,0
Vince McCluskey,0,0,,247,0
Tom Finstad,0,0,,246,0
Marcus Campbell,0,0,,245,0
Simon Parker,0,0,,244,0
Jason Wallace,0,0,,243,0
Barry Bunn,0,0,,242,0
Alex Borg,0,0,,241,0
Frank Maskell,0,0,,237,0
Graham MacDonald,0,0,,236,0
Paul Wykes,0,0,,235,0
Steve Lemmens,0,0,,234,0
John Shilton,0,0,,233,0
Kevin Young,0,0,,230,0
Lee Grant,0,0,,229,0
David Langton,0,0,,228,0
Dermot McGlinchey,0,0,,227,0
Roger Leighton,0,0,,226,0
Mark Flowerdew,0,0,,225,0
Stuart Parnell,0,0,,224,0
Wayne Rendle,0,0,,223,0
Mukesh Parmar,0,0,,221,0
Richard Moore,0,0,,220,0
Paul Dawkins,0,0,,219,0
Michael Stocks,0,0,,218,0
Nick Fruin,0,0,,217,0
Steve Russell,0,0,,216,0
Leigh Robinson,0,0,,215,0
Dale Milton,0,0,,214,0
Robert Chapman,0,0,,213,0
Anthony O'Connor,0,0,,212,0
Darryn Walker,0,0,,211,0
Steve Mifsud,0,0,,210,0
Mark King,0,0,,209,0
Jason Pegram,0,0,,208,0
Graham Horne,0,0,,207,0
Steve Ventham,0,0,,206,0
Darren Clarke,0,0,,205,0
Peter Donegan,0,0,,204,0
Karl Burrows,0,0,,203,0
Sean Lanigan,0,0,,202,0
Eddie Manning,0,0,,201,0
Alan Trigg,0,0,,200,0
Simon Haggerty,0,0,,199,0
Brian Cassidy,0,0,,198,0
Alan Peacock,0,0,,197,0
Mark Pugh,0,0,,196,0
Kieran McAlinden,0,0,,195,0
Fergal O'Brien,0,0,,192,0
Oliver King,0,0,,185,0
Adrian Rosa,0,0,,184,0
Sergio Beggiato,0,0,,183,0
Tony Rampello,0,0,,182,0
Paul Webb,0,0,,181,0
Daniel Murphy,0,0,,180,0
Nic Barrow,0,0,,179,0
Pat Kenny,0,0,,178,0
Leigh Griffin,0,0,,177,0
David Grimwood,0,0,,176,0
David Rippon,0,0,,175,0
Robert Foxall,0,0,,174,0
Nick Walker,0,0,,173,0
Mark Boyd,0,0,,172,0
Frank Dezi,0,0,,171,0
Paul Cavney,0,0,,170,0
Guy Dennis,0,0,,169,0
Bjorn L'Orange,0,0,,168,0
Kevin Ashby,0,0,,162,0
Steve Judd,0,0,,161,0
Steve Prest,0,0,,149,0
Jeff Cundy,0,0,,148,0
Sean Storey,0,0,,147,0
Mark Evans,0,0,,146,0
Sam Chong,0,0,,145,0
Stefan Mazrocis,0,0,,144,0
Shokat Ali,0,0,,143,0
Sean Lynskey,0,0,,142,0
Karl Broughton,0,0,,141,0
Craig MacGillivray,0,0,,139,0
Bradley Jones,0,0,,138,0
Joe Delaney,0,0,,137,0
Gary Lees,0,0,,136,0
Paul Tanner,0,0,,135,0
Colin Morton,0,0,,134,0
Terry Murphy,0,0,,133,0
Jimmy Michie,0,0,,132,0
Euan Henderson,0,0,,128,0
Troy Shaw,0,0,,121,0
Shaun Mellish,0,0,,120,0
Mark Davis,0,0,,119,0
Karl Payne,0,0,,118,0
Tim Norris,0,0,,0,0
Robert Ritchie,0,0,,0,0
Stephen Webster,0,0,,0,0
Russell Burgess,0,0,,0,0
Martin Carolan,0,0,,0,0
Anthony Gorman,0,0,,0,0
Gary Hill,0,0,,0,0
Paul Clutterbuck,0,0,,0,0
Steve Hornby,0,0,,0,0
Mark Witts,0,0,,0,0
Ted Guerreri,0,0,,0,0
Graham Lambert,0,0,,0,0
Mark Cadenhead,0,0,,0,0
Sam Ellis,0,0,,0,0
Fred Richardson,0,0,,0,0
Mike Colquitt,0,0,,0,0
Craig Kerry,0,0,,0,0
Jason Peplow,0,0,,0,0
Kirk Byers,0,0,,0,0
Georgio Georgiou,0,0,,0,0
David Boon,0,0,,0,0
Sean Coyle,0,0,,0,0
Andrew Truss,0,0,,0,0
Malcolm Kerr,0,0,,0,0
Georgina Aplin,0,0,,0,0
Maureen McCarthy,0,0,,0,0
Kostas Andreou,0,0,,0,0
Eddie Galati,0,0,,0,0
Brian Peddie,0,0,,0,0
Paul Riley,0,0,,0,0
Paul Vallance,0,0,,0,0
Christian Brooks,0,0,,0,0
Geoff Williams,0,0,,0,0
Jason Dunworth,0,0,,0,0
Navid Khan,0,0,,463,0
