player,start_rank,start_points,difference,finish_rank,finish_points
Somporn Kanthawung,0,0,,131,"6,742"
Wayne Saidler,147,"3,378",15,132,"6,688"
Mike Hallett,152,0,19,133,"6,615"
Lee Spick,194,0,60,134,"6,485"
Matt Wilson,148,"3,340",13,135,"6,452"
Ian Brumby,108,"6,745",-28,136,"6,437"
Craig MacGillivray,85,"8,515",-52,137,"6,395"
Scott MacKenzie,0,0,,138,"6,387"
Stuart Reardon,160,0,21,139,"6,356"
Peter McCullagh,127,"4,730",-13,140,"6,102"
Chris Shade,129,"4,295",-12,141,"6,102"
Joe Delaney,141,"3,780",-1,142,"6,102"
Wayne Jones,101,"7,090",-42,143,"6,007"
Richard King (II),146,"3,423",2,144,"6,002"
Farhan Mirza,0,0,,145,"5,937"
Mario Wehrmann,165,0,19,146,"5,930"
Martin Clark,66,"10,389",-81,147,"5,904"
Colm Gilcreest,125,"5,170",-23,148,"5,767"
Graham Lee,0,0,,149,"5,767"
Lasse Munstermann,0,0,,150,"5,767"
Alan Burnett,128,"4,455",-23,151,"5,717"
Charoen Phorat,0,0,,152,"5,717"
Barry Mapstone,126,"4,760",-27,153,"5,554"
Bob Chaperon,0,0,,154,"5,554"
Nick Terry,104,"7,000",-51,155,"5,487"
Gareth Chilcott,130,"4,263",-26,156,"5,482"
Craig Roper,196,0,39,157,"5,482"
Lee Richardson,113,"6,490",-45,158,"5,269"
Da Hailin,0,0,,159,"4,411"
Chris Scanlon - Not active,112,"6,560",-48,160,"2,160"
Dennis Taylor - Not active,115,"6,415",-46,161,"2,000"
Malcolm Bilclough,188,0,26,162,855
Sean Lanigan,155,0,-8,163,855
Matthew Street,199,0,35,164,640
Karan Chand,219,0,54,165,480
Robert Donkin,200,0,34,166,480
Neil Gilder,220,0,53,167,480
Mark Johnston-Allen - Not active,144,"3,463",-24,168,480
Richard Jones,195,0,26,169,480
Dylan Leary,166,0,-4,170,480
Shaun Murphy,150,"3,310",-21,171,480
Adrian Rosa,157,0,-15,172,480
Ian Sargeant,136,"3,940",-37,173,480
Del Smith,207,0,33,174,480
James Tatton - Not active,221,0,46,175,480
Gary Thomson,193,0,17,176,480
Jason Wallace,159,0,-18,177,480
Eddie Barker,158,0,-20,178,360
John Burns,201,0,22,179,360
Paul Cavney,154,0,-26,180,360
Grant Conquest,202,0,21,181,360
Paul Davison,153,0,-29,182,360
Nigel Gilbert - Not active,134,"4,050",-49,183,360
Surinder Gill,156,0,-28,184,360
Darren Hackeson,179,0,-6,185,360
Andrew Highfield,216,0,30,186,360
Declan Hughes,242,0,55,187,360
Ian Hurdman,210,0,22,188,360
Lee Johnson,217,0,28,189,360
James McBain,208,0,18,190,360
Richy McDonald,243,0,52,191,360
Steve Meakin,211,0,19,192,360
Evan Munro,212,0,19,193,360
Neil Selman,205,0,11,194,360
Avtar Sohanpal,197,0,2,195,360
Richard Tatton - Not active,244,0,48,196,360
Karl Townsend,245,0,48,197,360
Lee Walters,209,0,11,198,360
Andrew Atkinson,266,0,67,199,270
Stephen Delaney,267,0,67,200,270
Mark Ganderton,269,0,68,201,270
Peter Gilchrist,270,0,68,202,270
Craig McDonald,271,0,68,203,270
Matthew McGrotty,272,0,68,204,270
Paul Moss,273,0,68,205,270
Johan Oenema,274,0,68,206,270
Dessie Sheehan,232,0,25,207,270
Mark Weston - Not active,275,0,67,208,270
Brian Salmon,278,0,69,209,200
Mark Bennett,0,0,,0,0
