player,start_rank,start_points,difference,finish_rank,finish_points
Alain Robidoux,35,0,19,16,0
Steve Longworth,34,0,-23,57,0
David Taylor,33,0,-11,44,0
Rex Williams,32,0,-5,37,0
Wayne Jones,31,0,9,22,0
Tony Drago,30,0,0,30,0
Stephen Hendry,3,0,2,1,0
Bob Chaperon,29,0,4,25,0
Dene O'Kane,28,0,5,23,0
Eugene Hughes,27,0,-7,34,0
David Roe,26,0,-10,36,0
Peter Francisco,25,0,1,24,0
Alex Higgins,24,0,-73,97,0
Silvino Francisco,23,0,-3,26,0
Eddie Charlton,22,0,-9,31,0
Barry West,21,0,-6,27,0
Neal Foulds,20,0,7,13,0
John Parrott,2,0,-1,3,0
Steve Newbury,19,0,-1,20,0
Cliff Wilson,18,0,-10,28,0
Martin Clark,17,0,5,12,0
Steve James,16,0,7,9,0
Dean Reynolds,15,0,7,8,0
Tony Meo,14,0,-1,15,0
Eddie McLaughlin,138,0,138,0,0
Bert Demarco,137,0,137,0,0
John Hargreaves - Not active,136,0,136,0,0
Maurice Parkin,135,0,135,0,0
Bernard Bennett,134,0,-7,141,0
David Greaves,133,0,133,0,0
Clive Everton,132,0,-2,134,0
Derek Heaton,131,0,-11,142,0
Joe Grech,130,0,63,67,0
John Virgo,13,0,-1,14,0
Jim Rempe - Not active,129,0,-9,138,0
Derek Mienie,128,0,-7,135,0
Frank Jonik - Not active,127,0,127,0,0
Ian Anderson - Not active,126,0,-14,140,0
Dave Chalmers - Not active,125,0,-14,139,0
Pascal Burke,124,0,-13,137,0
Patsy Fagan,123,0,-13,136,0
Bernie Mikkelsen,122,0,-10,132,0
Ian Black,121,0,-12,133,0
Greg Jenkins,120,0,-10,130,0
Tony Knowles,12,0,-9,21,0
Billy Kelly,119,0,-7,126,0
Geoff Foulds,118,0,-11,129,0
Jackie Rea,117,0,-14,131,0
Gino Rigitano,116,0,4,112,0
Jim Meadowcroft,115,0,-12,127,0
Paul Watchorn,114,0,12,102,0
Robbie Grace,113,0,0,113,0
Matt Gibson,112,0,2,110,0
Paul Thornley,111,0,-13,124,0
Mike Watterson,110,0,-13,123,0
Joe Johnson,11,0,-6,17,0
Dessie Sheehan,109,0,-12,121,0
Dennis Hughes,108,0,-14,122,0
Steve Meakin,107,0,6,101,0
Jack Fitzmaurice,106,0,-10,116,0
François Ellis,105,0,-1,106,0
Jason Smith,104,0,39,65,0
Jimmy van Rensberg,103,0,-12,115,0
Mike Darrington,102,0,-18,120,0
Tony Kearney,101,0,-3,104,0
Terry Whitthread,100,0,-18,118,0
Doug Mountjoy,10,0,5,5,0
Steve Davis,1,0,-1,2,0
Gerry Watson - Not active,0,0,,0,0
Paddy Morgan - Not active,0,0,,0,0
Mike Hines - Not active,0,0,,0,0
Steve Mizerak - Not active,0,0,,0,0
James Giannaros - Not active,0,0,,0,0
Sam Frangie - Not active,0,0,,0,0
Mannie Francisco - Not active,0,0,,0,0
Vladimir Potazsnyk - Not active,0,0,,0,0
Bill Werbeniuk,0,0,,0,0
Joe Cagianello - Not active,0,0,,0,0
Stephen Murphy,0,0,,98,0
Ian Brumby,0,0,,83,0
Barry Pinches,0,0,,82,0
Andrew Cairns,0,0,,80,0
Nick Dyson,0,0,,64,0
Brady Gollan,0,0,,54,0
Brian Morgan,0,0,,42,0
Nigel Bond,0,0,,38,0
James Wattana,0,0,,32,0
Duncan Campbell,0,0,,109,0
