player,start_rank,start_points,difference,finish_rank,finish_points
Alex Higgins,99,"6,202",-57,156,"4,299"
Oliver King,100,"6,140",-9,109,"6,065"
Andrew Cairns,101,"6,060",-6,107,"6,095"
Paul Wykes,102,"6,007",33,69,"7,825"
Jeff Cundy,103,"6,003",-29,132,"5,070"
Wayne Brown,104,"5,933",5,99,"6,454"
Ian McCulloch,105,"5,899",29,76,"7,302"
David McLellan,106,"5,877",31,75,"7,453"
Les Dodd,107,"5,870",-14,121,"5,379"
Steve Judd,108,"5,823",16,92,"6,683"
Brian Rowswell,109,"5,750",-8,117,"5,610"
Lee Richardson,110,"5,625",5,105,"6,250"
Peter Lines,111,"5,588",21,90,"6,710"
John Giles,112,"5,405",-1,113,"5,788"
Graham Horne,113,"5,287",40,73,"7,522"
Darryn Walker,114,"5,213",6,108,"6,093"
Ian Graham - Not active,115,"5,200",-195,310,"1,840"
Karl Burrows,116,"5,163",38,78,"7,267"
Colin Morton,117,"5,100",-18,135,"4,970"
Stuart Reardon,118,"5,020",-11,129,"5,210"
Adrian Rosa,119,"5,013",0,119,"5,485"
Martin Dziewialtowski,120,"4,985",4,116,"5,640"
Nick Fruin,121,"4,980",-27,148,"4,530"
Noppadon Noppachorn,122,"4,965",34,88,"6,718"
Jason Weston,123,"4,960",30,93,"6,680"
Pat Kenny,124,"4,952",124,0,0
Silvino Francisco,125,"4,919",-41,166,"4,050"
Ken Owers,126,"4,830",-130,256,"2,430"
Dylan Leary,127,"4,815",15,112,"5,878"
Joe Grech,128,"4,795",-27,155,"4,368"
Sean Storey,129,"4,780",47,82,"7,085"
Sean Lanigan,130,"4,760",-10,140,"4,800"
Nick Marsh - Not active,131,"4,719",131,0,0
Robin Hull,132,"4,680",30,102,"6,320"
Troy Shaw,133,"4,670",2,131,"5,140"
Robby Foldvari,134,"4,660",-42,176,"3,748"
Michael Duffy,135,"4,593",-1,136,"4,934"
Robert Foxall,136,"4,557",136,0,0
Jim Chambers,137,"4,550",-36,173,"3,770"
Craig MacGillivray,138,"4,538",-21,159,"4,222"
Barry West,139,"4,488",-40,179,"3,710"
Tai Pichit,140,"4,462",14,126,"5,244"
Eugene Hughes,141,"4,380",-28,169,"3,846"
Wayne Rendle,142,"4,326",-46,188,"3,430"
Leigh Griffin,143,"4,323",0,143,"4,702"
Leigh Robinson,144,"4,312",16,128,"5,220"
Sam Chong,145,"4,306",-23,168,"3,937"
Suriya Suwannasingh,146,"4,274",-49,195,"3,293"
Stuart Parnell,147,"4,213",14,133,"4,986"
Joe Delaney,148,"4,188",11,137,"4,887"
Craig Edwards - Not active,149,"4,170",149,0,0
Mike Dunn,150,"4,169",11,139,"4,831"
David Taylor,151,"4,140",-43,194,"3,332"
Neil Mosley,152,"4,138",-30,182,"3,609"
Martin O'Neill,153,"4,132",11,142,"4,762"
John Lardner,154,"4,128",24,130,"5,193"
Jamie Bodle - Not active,155,"4,128",-201,356,"1,349"
Mark Gray,156,"4,102",6,150,"4,469"
Steve Archer,157,"4,064",-39,196,"3,292"
Darren Hackeson,158,"4,044",4,154,"4,374"
Mehmet Husnu,159,"4,022",14,145,"4,696"
Patrick Delsemme,160,"3,986",-15,175,"3,765"
Philip Williams,161,"3,986",8,153,"4,378"
David McDonnell,162,"3,970",-8,170,"3,836"
Richy McDonald,163,"3,965",-30,193,"3,366"
Alex Borg,164,"3,954",-1,165,"4,148"
Paul Davison,165,"3,946",38,127,"5,230"
Joe Perry,166,"3,908",43,123,"5,289"
Joe Jogia,167,"3,881",-11,178,"3,724"
Garry Baldrey,168,"3,847",-13,181,"3,625"
Pat Horne,169,"3,845",-2,171,"3,795"
Steve Meakin,170,"3,827",6,164,"4,149"
Paul Davison (II),171,"3,811",171,0,0
Gary Lees,172,"3,797",14,158,"4,274"
Peter McCullagh,173,"3,780",11,162,"4,188"
Murdo Macleod,174,"3,767",-159,333,"1,581"
David Wilson,175,"3,764",175,0,0
Scott Bigham,176,"3,763",-28,204,"3,218"
Scott MacFarlane - Not active,177,"3,732",-198,375,"1,206"
Alistair Fleming,178,"3,664",1,177,"3,742"
Nic Barrow - Not active,179,"3,614",-182,361,"1,312"
Anton Bishop,180,"3,612",-51,231,"2,720"
Steve Prest,181,"3,596",-20,201,"3,248"
Gareth Chilcott,182,"3,559",-4,186,"3,482"
Stephen Taylor,183,"3,540",-1,184,"3,524"
Mark O'Sullivan,184,"3,538",-114,298,"1,979"
Micky Roughan,185,"3,530",-34,219,"2,918"
Alfie Burden,186,"3,535",64,122,"5,309"
Simon Parker,187,"3,504",30,157,"4,286"
Ian Sargeant,188,"3,483",63,125,"5,260"
Lee Walker,189,"3,461",110,79,"7,261"
Simon Morris,190,"3,450",190,0,0
David Coles,191,"3,446",30,161,"4,198"
Bjorn L'Orange - Not active,192,"3,431",-182,374,"1,218"
Chris Shade,193,"3,422",78,115,"5,759"
Patrick Wallace,194,"3,386",43,151,"4,435"
Mark Fenton,195,"3,378",54,141,"4,787"
Shane Haines,196,"3,375",-3,199,"3,265"
Anthony Harris,197,"3,374",-40,237,"2,646"
Joe O'Boye,198,"3,356",-117,315,"1,751"
Bradley Jones,199,"3,339",119,80,"7,192"
Jason Pegram,200,"3,321",15,185,"3,505"
Paul Sweeny,201,"3,313",63,138,"4,879"
Craig Harrison,202,"3,300",53,149,"4,478"
Sergio Beggiato - Not active,203,"3,266",203,0,0
John Bayliss,204,"3,244",30,174,"3,767"
Darren Limburg,205,"3,241",33,172,"3,780"
Justin Buckingham,206,"3,214",-8,214,"3,022"
Steve Russell,207,"3,207",24,183,"3,535"
Peter Francisco - Not active,208,"3,184",208,0,0
Iwan Jones,209,"3,180",-15,224,"2,866"
Steve Harrison,210,"3,169",19,191,"3,385"
Neil Tomkins,211,"3,157",64,147,"4,544"
Andrew Hannah,212,"3,142",-20,232,"2,700"
John Burns,213,"3,127",-12,225,"2,864"
Leo Fernandez,214,"3,107",51,163,"4,184"
Mario Geudens,215,"3,097",-2,217,"2,957"
Ian Hurdman,216,"3,080",24,192,"3,379"
Darren Lennox - Not active,217,"3,053",217,0,0
Richard Wheelhouse,218,"3,052",13,205,"3,210"
Mukesh Parmar,219,"3,027",-105,324,"1,635"
Eddie Lott - Not active,220,"3,025",220,0,0
Eddie Manning,221,"3,010",77,144,"4,700"
Mario Fernandez - Not active,222,"3,009",222,0,0
Dermot McGlinchey,223,"2,992",15,208,"3,095"
John Herbert,224,"2,960",34,190,"3,422"
Wayne Lloyd,225,"2,951",-1,226,"2,846"
Steve Elliott,226,"2,947",-4,230,"2,750"
Shaun Mellish,227,"2,944",-87,314,"1,756"
Steve Duggan - Not active,228,"2,926",228,0,0
Bjorn Haneveer,229,"2,923",29,200,"3,257"
Colm Gilcreest,230,"2,917",2,228,"2,805"
Robert Milkins,231,"2,914",140,91,"6,697"
Anthony O'Connor,232,"2,913",232,0,0
Chris Barnard,233,"2,893",46,187,"3,455"
Steve Ventham,234,"2,829",-14,248,"2,511"
Sean Lynskey - Not active,235,"2,817",235,0,0
Adrian Gunnell,236,"2,806",30,206,"3,197"
Quinten Hann,237,"2,760",133,104,"6,275"
Michael Leach,238,"2,759",49,189,"3,422"
Ryan Michael,239,"2,745",18,221,"2,892"
Declan Hughes,240,"2,732",38,202,"3,241"
Wayne Saidler,241,"2,725",43,198,"3,282"
Scott Cooney,242,"2,692",13,229,"2,790"
Ian Bullimore,243,"2,675",27,216,"2,969"
Hugh Abernethy,244,"2,668",77,167,"4,018"
Craig Bradshaw,245,"2,653",35,210,"3,072"
Matthew McGrotty,246,"2,624",-4,250,"2,486"
Jason Smith,247,"2,619",-33,280,"2,196"
Philip Seaton,248,"2,604",45,203,"3,227"
Damian Massey,249,"2,603",-12,261,"2,381"
Andrew Peters,250,"2,603",-37,287,"2,079"
Dean Venables,251,"2,601",-24,275,"2,226"
Geoff Dunn,252,"2,601",106,146,"4,618"
Stephen Kershaw,253,"2,581",12,241,"2,591"
James Vicarey,254,"2,579",-13,267,"2,286"
Mark Miller,255,"2,570",48,207,"3,104"
Graham Fisken,256,"2,550",36,220,"2,904"
Matt Bailey,257,"2,538",77,180,"3,661"
Neil Wood,258,"2,506",7,251,"2,466"
Graham MacDonald,259,"2,504",-18,277,"2,221"
Steve Whalley,260,"2,479",-2,262,"2,376"
Raymon Fabrie,261,"2,454",-17,278,"2,212"
Jim Wych - Not active,262,"2,420",262,0,0
Stephen Popplewell,263,"2,401",-10,273,"2,237"
Darren Shaw,264,"2,394",-7,271,"2,255"
Carl Waters - Not active,265,"2,384",265,0,0
Lee Grant,266,"2,357",266,0,0
Andy Neck,267,"2,355",54,213,"3,033"
Scott Rigg,268,"2,352",14,254,"2,450"
Neal Jones,269,"2,346",51,218,"2,924"
Daniele Zagaroli,270,"2,266",-26,296,"2,006"
Amrik Cheema - Not active,271,"2,223",-158,429,479
Mark Williams (II),272,"2,203",-12,284,"2,121"
Will Jerram,273,"2,193",33,240,"2,600"
David Singh,274,"2,184",-7,281,"2,169"
Jason Walton - Not active,275,"2,176",275,0,0
Jonathan Bagley,276,"2,173",6,270,"2,266"
Brett Patmore,277,"2,169",43,234,"2,658"
Michael O'Sullivan,278,"2,167",39,239,"2,633"
Gary Irvine,279,"2,145",279,0,0
Andrew Radford,280,"2,128",25,255,"2,439"
Kamal Jit Singh,281,"2,109",-114,395,954
Munraj Pal,282,"2,101",70,212,"3,051"
Eddie Barker,283,"2,098",45,238,"2,636"
Roy Bigg - Not active,284,"2,094",284,0,0
Jason Greaves,285,"2,091",11,274,"2,234"
Simon Smith,286,"2,079",43,243,"2,588"
Mario Wehrmann,287,"2,073",23,264,"2,339"
Darren Paris,288,"2,071",0,288,"2,072"
Eddie Charlton,289,"2,064",289,0,0
Del Smith,290,"2,047",-2,292,"2,018"
Graham Stevens,291,"2,042",55,236,"2,648"
Andrew Atkinson,292,"2,032",-26,318,"1,705"
Anthony Buckley - Not active,293,"2,009",293,0,0
Anthony Taylor - Not active,294,"2,000",-121,415,654
Andrew Photiou,295,"1,994",1,294,"2,014"
Jason Whittaker - Not active,296,"1,990",296,0,0
Richard Jones,297,"1,976",18,279,"2,203"
Julian Mills,298,"1,968",22,276,"2,221"
Jamie Rous,299,"1,959",-56,355,"1,358"
Jason Dunworth,300,"1,954",300,0,0
John Dunning,301,"1,937",-56,357,"1,334"
Mark Whatley,302,"1,916",-4,306,"1,871"
Richard Batty,303,"1,912",59,244,"2,552"
Julian Goodyear - Not active,304,"1,906",-114,418,607
Johan van Goetham - Not active,305,"1,900",305,0,0
Lee Mallen,306,"1,895",61,245,"2,550"
Paul Dawson,307,"1,892",307,0,0
John Whitty,308,"1,888",86,222,"2,882"
Malcolm Billaney - Not active,309,"1,885",309,0,0
Robert Chapman - Not active,310,"1,875",310,0,0
Paul Clarke,311,"1,871",7,304,"1,940"
Iain Trimble,312,"1,866",312,0,0
Evan Munro,313,"1,864",53,260,"2,395"
Justyn Barnes - Not active,314,"1,858",-102,416,625
Karl Townsend,315,"1,851",24,291,"2,048"
Richard King (II),316,"1,832",26,290,"2,066"
John Manley - Not active,317,"1,832",317,0,0
Elliott Clark,318,"1,817",5,313,"1,757"
Neil Selman,319,"1,810",70,249,"2,494"
Matthew Spade - Not active,320,"1,810",320,0,0
Nick Spelman,321,"1,794",94,227,"2,817"
Lee Walters,322,"1,788",-19,341,"1,531"
Simon Bedford,323,"1,787",108,215,"3,005"
Alfonso Bellusci,324,"1,767",31,293,"2,017"
Sefton Payne,325,"1,764",56,269,"2,267"
Damon Zeid,326,"1,762",-12,338,"1,553"
Stuart Bingham,327,"1,759",130,197,"3,282"
Gareth Atkins,328,"1,752",21,307,"1,859"
Mark Love,329,"1,747",94,235,"2,658"
Jack Fitzmaurice,330,"1,736",-6,336,"1,562"
Colin Donaldson,331,"1,727",98,233,"2,685"
Nick Jones,332,"1,723",-89,421,585
Alan Edmonds - Not active,333,"1,723",333,0,0
Richard Somauroo,334,"1,680",77,257,"2,409"
Kevin Smith,335,"1,678",335,0,0
Steve Gough - Not active,336,"1,678",-91,427,498
Stephen Waldron,337,"1,671",52,285,"2,103"
Kieran McMahon - Not active,338,"1,649",338,0,0
Steve Day,339,"1,603",71,268,"2,268"
Andrew Milliard,340,"1,601",45,295,"2,009"
Robert Harrhy,341,"1,600",18,323,"1,647"
Neil Gilder,342,"1,596",76,266,"2,319"
John Buckley - Not active,343,"1,595",343,0,0
Munier Cassim,344,"1,584",16,328,"1,603"
Christopher McGee,345,"1,572",62,283,"2,131"
Grant Peabody - Not active,346,"1,566",-80,426,511
Richard Culham,347,"1,550",-51,398,905
Darren Swinburn,348,"1,545",102,246,"2,537"
Myles Deleuse,349,"1,537",126,223,"2,869"
Gary Peters - Not active,350,"1,525",-85,435,425
Glenn Stevenson,351,"1,513",-88,439,392
David Mole,352,"1,497",-7,359,"1,326"
Mark Canovan,353,"1,497",-64,417,613
James O'Sullivan,354,"1,496",0,354,"1,370"
Tony Kenny,355,"1,463",146,209,"3,092"
Matthew Bray,356,"1,448",114,242,"2,589"
Barry Mapstone,357,"1,431",146,211,"3,070"
Stuart Mann,358,"1,425",105,253,"2,455"
Stephen Ormerod,359,"1,415",51,308,"1,849"
Andrew Grieve,360,"1,407",88,272,"2,248"
Robert Grenville-Smith,361,"1,398",34,327,"1,611"
David Athorn,362,"1,382",32,330,"1,587"
Kevin Sullivan - Not active,363,"1,381",-68,431,468
Garoid O'Connor,364,"1,368",117,247,"2,518"
Nicholas Segal,365,"1,349",365,0,0
Gary Thomson,366,"1,346",108,258,"2,407"
Indika Dodangoda,367,"1,321",108,259,"2,402"
Andrew Alexandrou,368,"1,315",3,365,"1,277"
Mark Ganderton,369,"1,304",26,343,"1,495"
Vipul Patel,370,"1,304",370,0,0
Paul Radin,371,"1,296",70,301,"1,963"
David Thompson - Not active,372,"1,284",-65,437,412
Peter Gilchrist,373,"1,277",-70,443,340
Tony Brown,374,"1,272",37,337,"1,554"
Shaun Berry - Not active,375,"1,250",375,0,0
John Mills,376,"1,246",124,252,"2,460"
Jamie Moreland,377,"1,243",68,309,"1,846"
Ahmed Osman,378,"1,236",38,340,"1,534"
Johan Oenema,379,"1,224",62,317,"1,731"
Andrew Hall,380,"1,209",78,302,"1,960"
Donal Bonar,381,"1,208",381,0,0
Sanjay Meghani,382,"1,182",77,305,"1,880"
Paul Fung,383,"1,178",39,344,"1,489"
Juan Rosales,384,"1,173",384,0,0
David Blakey - Not active,385,"1,169",385,0,0
Gregg Tugby,386,"1,164",14,372,"1,227"
Carl Stringer,387,"1,146",87,300,"1,968"
Matt Jones - Not active,388,"1,144",-42,430,471
Andrew Highfield,389,"1,136",23,366,"1,275"
Mark Colmer,390,"1,136",8,382,"1,121"
Neil Hoggarth,391,"1,105",-5,396,951
Jason Curtis,392,"1,104",-17,409,778
Allison Fisher - Not active,393,"1,057",393,0,0
Paul McCullough - Not active,394,"1,054",394,0,0
Richard Alford,395,"1,045",45,350,"1,396"
Paddy Browne - Not active,396,"1,040",396,0,0
Damian Astre - Not active,397,"1,036",397,0,0
Anthony Bridge,398,"1,020",14,384,"1,084"
Bob Chaperon - Not active,399,"1,020",399,0,0
Miles Green - Not active,400,"1,011",400,0,0
Ashot Potikyan,401,"1,005",-44,445,325
Paul Lovegrove,402,"1,004",54,348,"1,415"
Andreas Ahmed,403,974,39,364,"1,294"
Dean Richardson,404,973,404,0,0
Mark Weston,405,972,74,331,"1,585"
Lee Johnson,406,966,117,289,"2,069"
Paul Green - Not active,407,953,407,0,0
Gary Clarke,408,952,408,0,0
Hassan Vaizie - Not active,409,952,409,0,0
Eddie Glass,410,935,78,332,"1,582"
Derek Dunkling,411,930,411,0,0
Paul Reeve - Not active,412,922,412,0,0
Eden Butterworth - Not active,414,902,-18,432,451
Jimmy Singh,415,889,9,406,802
Hitesh Lakhani,416,888,-12,428,495
Neville Atkins,417,887,14,403,842
Mike Nixon,418,886,102,316,"1,738"
Steve Lemmens,419,875,419,0,0
David Langton - Not active,420,866,-24,444,326
Ian Glover,421,864,50,371,"1,238"
Costas Kassinides,422,854,23,399,903
Shaun Wilkes,423,851,55,368,"1,255"
Karen Corr,424,848,54,370,"1,242"
Norman MacLachlan,425,833,45,380,"1,166"
Steven Evans - Not active,426,830,426,0,0
John Wilson,427,816,92,335,"1,571"
Udesh Pillay,428,785,52,376,"1,202"
Grant Conquest,429,751,132,297,"2,000"
Ian Williamson - Not active,430,736,-26,456,181
David Manley,431,703,53,378,"1,181"
Marcus Lord - Not active,432,693,432,0,0
John Daniels,433,685,0,433,443
Johangir Khan - Not active,434,665,-21,455,182
Andrea Barbacane - Not active,435,664,-15,450,211
Stephen Tierney,436,658,87,349,"1,412"
Ian Barry Stark,437,653,14,423,575
Paul Burrell - Not active,438,644,438,0,0
Philip Minchin - Not active,439,622,-7,446,311
Huseyin Hursid,440,622,440,0,0
Bill Oliver - Not active,441,617,441,0,0
Paul Medati - Not active,442,610,442,0,0
Mick Fisher - Not active,443,607,443,0,0
Guo Hua,444,592,444,0,0
Paul Hefford - Not active,445,585,445,0,0
Johannes B Johannesson,446,567,446,0,0
Rogelio Esteiro,447,562,28,419,605
Craig McDonald,448,559,-10,458,153
Zulfigar Cheema - Not active,449,556,2,447,278
Steven Gibbs,450,547,97,353,"1,379"
Lun Wai Lee - Not active,451,541,451,0,0
Anthony Massey,452,530,63,389,"1,036"
Kristjan Helgason,453,529,5,448,265
Stephen Pieroni,454,528,29,425,535
Steven Van Osselaer - Not active,455,523,455,0,0
Jim Donnelly,456,508,15,441,363
Simon Westcott,457,466,457,0,0
Mark Cackett,458,441,5,453,200
Brian Casson,459,436,52,407,789
Paul O'Donoghue - Not active,460,431,460,0,0
Ryan Milton - Not active,461,429,461,0,0
Mark Congram - Not active,462,427,13,449,214
Norman Maher - Not active,463,427,463,0,0
Paul Smith (II) - Not active,464,418,464,0,0
Dessie Sheehan - Not active,465,405,14,451,203
Sacha Journet - Not active,466,399,466,0,0
John Clouden - Not active,467,393,467,0,0
Joe Patterson,468,393,468,0,0
Christopher Flight - Not active,469,387,469,0,0
Zbynek Vaic - Not active,470,381,470,0,0
Graham Francis,471,377,69,402,849
Alex Peart - Not active,472,371,472,0,0
Paul Stockwell,473,358,100,373,"1,226"
Martin Lee,474,358,22,452,201
Mark Faulkner - Not active,475,356,475,0,0
Imran Puri - Not active,476,356,476,0,0
Paul Lloyd - Not active,477,352,477,0,0
Carl Groves - Not active,478,327,478,0,0
Andrew Westmorland,479,318,479,0,0
Robert Thallon - Not active,480,308,480,0,0
Frank Fitzgerald,481,248,47,434,429
Daniel Findlay,482,248,482,0,0
Peter Cadogan - Not active,483,248,483,0,0
Rex Williams,484,240,484,0,0
David Grimwood - Not active,485,240,485,0,0
Rajan Sharma,486,235,72,414,663
Johannes R Johannesson,487,230,487,0,0
John Leahy,488,224,26,462,100
Mohammed Shazi Khan,489,214,28,461,107
Alex Coutts - Not active,490,206,490,0,0
Chris Archer,491,200,32,459,150
Karl Preece,492,191,50,442,344
Ali Bassiri,493,173,57,436,415
Mark Taylor - Not active,494,164,494,0,0
Alan Brookes,495,164,75,420,596
Warren King,496,160,496,0,0
Paul Moss - Not active,497,139,497,0,0
Simon Keeton,498,116,74,424,558
Ray Edmonds - Not active,499,90,499,0,0
Steve Mifsud,500,90,500,0,0
Donald Newcombe,501,89,501,0,0
Mario Morra - Not active,502,67,502,0,0
Bernard Bennett - Not active,503,67,503,0,0
Rory McLeod,504,39,127,377,"1,185"
Joe McDonald - Not active,505,39,505,0,0
Alan Burnett,0,0,,134,"4,975"
David Gray,0,0,,152,"4,427"
Michael Rhodes,0,0,,263,"2,355"
Barry Hawkins,0,0,,265,"2,334"
Michael Holt,0,0,,282,"2,163"
Ali Carter,0,0,,286,"2,081"
Barry McNamee,0,0,,299,"1,972"
Nick Manning,0,0,,303,"1,942"
Malcolm Bilclough,0,0,,311,"1,827"
James Reynolds,0,0,,312,"1,802"
Richard Tatton,0,0,,319,"1,691"
Andy Lavin,0,0,,320,"1,682"
Johl Younger,0,0,,321,"1,651"
Karl Beare,0,0,,322,"1,649"
Charlie Economou,0,0,,326,"1,615"
Avtar Sohanpal,0,0,,329,"1,592"
Andrew Higginson,0,0,,334,"1,574"
Danny Smith,0,0,,339,"1,549"
David Craggs,0,0,,342,"1,501"
Matthew Street,0,0,,345,"1,472"
Mark Tucker,0,0,,346,"1,441"
Spencer Donnelly,0,0,,347,"1,434"
Justin Smalley,0,0,,351,"1,391"
Marc Farnsworth,0,0,,352,"1,385"
Kyndon Paddon,0,0,,358,"1,330"
Mohammed Rangzib,0,0,,360,"1,314"
James Tatton,0,0,,362,"1,303"
Michael Speight,0,0,,363,"1,299"
William Milton,0,0,,367,"1,273"
Wayne Ellison,0,0,,369,"1,251"
Brian Cox,0,0,,379,"1,170"
Peter Holland,0,0,,381,"1,160"
Stuart Hinton,0,0,,383,"1,094"
John Wade,0,0,,385,"1,051"
Mark Carrington,0,0,,386,"1,050"
Craig Roper,0,0,,387,"1,047"
Mohammed Al Joker,0,0,,388,"1,039"
Danny Lathouwers,0,0,,390,"1,005"
Jon Wibberley,0,0,,391,997
Dane Hall,0,0,,392,993
Paul Clutton,0,0,,393,985
Stephen Delaney,0,0,,394,957
Mohammed Shehab,0,0,,397,920
Neil Smitham,0,0,,400,866
Alex Lambie,0,0,,401,869
Steven McMillan,0,0,,404,819
Ewan Hunter,0,0,,405,804
Wayne Stannard,0,0,,408,785
Allan Williams,0,0,,410,753
Eamonn Hill,0,0,,411,724
Danny Auld,0,0,,412,707
Timothy Paling,0,0,,413,669
Tim Price,0,0,,422,576
Majed Basheer,0,0,,438,406
Michael Kirkham,0,0,,440,372
Zivko Mihailovski,0,0,,454,191
Harinder Singh Chahal,0,0,,457,177
Neil Shaw,0,0,,460,134
Jimmy O'Shea,0,0,,463,100
Foizur Rahman,0,0,,464,77
Khaled Aboulmagd,0,0,,465,57
Balvinder Sembi,0,0,,0,0
Richard McHugh,0,0,,0,0
Daryl Wouters,0,0,,0,0
Abdul Allie,0,0,,0,0
