player,start_rank,start_points,difference,finish_rank,finish_points
Wayne Jones,34,0,3,31,0
John Campbell,33,0,-9,42,0
Steve James,32,0,16,16,0
Tony Meo,31,0,17,14,0
Steve Longworth,30,0,-4,34,0
Neal Foulds,3,0,-17,20,0
Bob Chaperon,29,0,0,29,0
David Taylor,28,0,-5,33,0
John Spencer,27,0,-11,38,0
Barry West,26,0,5,21,0
Steve Newbury,25,0,6,19,0
Doug Mountjoy,24,0,14,10,0
Dene O'Kane,23,0,-5,28,0
Dean Reynolds,22,0,7,15,0
Eugene Hughes,21,0,-6,27,0
Tony Drago,20,0,-10,30,0
Jimmy White,2,0,-2,4,0
Eddie Charlton,19,0,-3,22,0
Rex Williams,18,0,-14,32,0
Alex Higgins,17,0,-7,24,0
Cliff Wilson,16,0,-2,18,0
John Virgo,15,0,2,13,0
Peter Francisco,14,0,-11,25,0
Eddie McLaughlin,131,0,-7,138,0
Joe Cagianello,130,0,130,0,0
Willie Thorne,13,0,4,9,0
Bernard Bennett,129,0,-5,134,0
Bert Demarco,128,0,-9,137,0
Maurice Parkin,127,0,-8,135,0
Mike Hines,126,0,126,0,0
David Greaves,125,0,-8,133,0
Paul Thornley,124,0,13,111,0
Derek Heaton,123,0,-8,131,0
John Hargreaves - Not active,122,0,-14,136,0
Derek Mienie,121,0,-7,128,0
Clive Everton,120,0,-12,132,0
Silvino Francisco,12,0,-11,23,0
Robert Marshall,119,0,49,70,0
Jason Smith,118,0,14,104,0
Steve Meakin,117,0,10,107,0
Anthony Harris,116,0,42,74,0
Dessie Sheehan,115,0,6,109,0
Jack Fitzmaurice,114,0,8,106,0
François Ellis,113,0,8,105,0
Dave Chalmers,112,0,-13,125,0
Dennis Hughes,111,0,3,108,0
Billy Kelly,110,0,-9,119,0
Joe Johnson,11,0,0,11,0
Jim Rempe,109,0,-20,129,0
Mike Watterson,108,0,-2,110,0
Ian Anderson,107,0,-19,126,0
Frank Jonik,106,0,-21,127,0
Pascal Burke,105,0,-19,124,0
Greg Jenkins,104,0,-16,120,0
Patsy Fagan,103,0,-20,123,0
Alain Robidoux,102,0,67,35,0
Terry Whitthread,101,0,1,100,0
Mike Darrington,100,0,-2,102,0
Dennis Taylor,10,0,2,8,0
Steve Davis,1,0,0,1,0
Omprakesh Agrawal - Not active,0,0,,0,0
Sakchai Sim Ngam - Not active,0,0,,0,0
Perrie Mans,0,0,,0,0
Wayne Sanderson - Not active,0,0,,0,0
Steve Mizerak,0,0,,0,0
Mannie Francisco,0,0,,0,0
Lou Condo,0,0,,0,0
James Giannaros,0,0,,0,0
Paddy Morgan,0,0,,0,0
Gerry Watson,0,0,,0,0
Leon Heywood,0,0,,0,0
Mark Rowing,0,0,,99,0
Steve Campbell,0,0,,98,0
Mick Price,0,0,,90,0
Nick Terry,0,0,,72,0
Tony Wilson,0,0,,71,0
Craig Edwards,0,0,,69,0
Ian Graham,0,0,,59,0
Darren Morgan,0,0,,53,0
Mark Johnston-Allen,0,0,,52,0
Joe Grech,0,0,,130,0
Sam Frangie,0,0,,0,0
Vladimir Potazsnyk,0,0,,0,0
